Gene names,Intensity NOT_BCellmemory,Intensity NOT_BCellnaive,Intensity NOT_BCellplasma,Intensity NOT_CD4TCellTcm,Intensity NOT_CD4TCellTem,Intensity NOT_CD4TCellTemra,Intensity NOT_CD4TCellTh1,Intensity NOT_CD4TCellTh17,Intensity NOT_CD4TCellTh2,Intensity NOT_CD4TCellmTregs,Intensity NOT_CD4TCellnTregs,Intensity NOT_CD4TCellnaive,Intensity NOT_CD8TCellTcm,Intensity NOT_CD8TCellTem,Intensity NOT_CD8TCellTemra,Intensity NOT_CD8TCellnaive,Intensity NOT_DendriticCD1c,Intensity NOT_DendriticCD304,Intensity NOT_Monocytesclassical,Intensity NOT_Monocytesintermediate,Intensity NOT_Monocytesnonclassical,Intensity NOT_NKCellsCD56bright,Intensity NOT_NKCellsCD56dim
LMAN2,2086100000.0,1014960000.0,592630000.0,6735650000.0,8095250000.0,2755150000.0,1904950000.0,7616500000.0,7315650000.0,4710750000.0,3289850000.0,4570850000.0,7363550000.0,5221050000.0,5527950000.0,3884500000.0,4835800000.0,16052500000.0,3201700000.0,8446650000.0,9392550000.0,9264800000.0,8712800000.0
CNNM3,35886500.0,6089700.0,1574500.0,348415000.0,357795000.0,50345000.0,84045000.0,418725000.0,243270000.0,337090000.0,73065000.0,178340000.0,343235000.0,260575000.0,139380000.0,145615000.0,33452500.0,156425000.0,32568500.0,61397000.0,125605000.0,123075000.0,88502000.0
PQLC1,30408500.0,8982900.0,0.0,0.0,0.0,1362150.0,111640.0,0.0,1046550.0,1794100.0,7857000.0,5965900.0,0.0,0.0,0.0,2439900.0,18719500.0,47007500.0,802980.0,26617000.0,32487000.0,0.0,0.0
TRMT61A,187395000.0,48747500.0,0.0,372445000.0,559105000.0,80922500.0,111162500.0,533195000.0,514085000.0,663845000.0,379025000.0,246075000.0,676740000.0,246905000.0,354320000.0,407180000.0,317695000.0,330065000.0,55278000.0,401740000.0,274995000.0,584985000.0,204935000.0
EPG5,32990500.0,3071600.0,0.0,74643500.0,101083500.0,16348500.0,11878300.0,106999500.0,76290500.0,107636000.0,24969500.0,39367500.0,59999000.0,109365000.0,116950000.0,38163000.0,59337000.0,113390000.0,43615500.0,128317000.0,106161000.0,39581000.0,336475000.0
COPB1,5383900000.0,1962450000.0,539970000.0,10981900000.0,12640500000.0,3016050000.0,3711350000.0,12708000000.0,8714100000.0,10166400000.0,6134650000.0,6211300000.0,11839500000.0,8304900000.0,11026350000.0,5841000000.0,10287400000.0,30175000000.0,3573250000.0,14118500000.0,14233500000.0,10572000000.0,9935150000.0
VAV3,359685000.0,172785000.0,10783250.0,22197600.0,53593000.0,57400000.0,11069900.0,15660950.0,19120000.0,163360000.0,57093000.0,26101000.0,148486500.0,162825000.0,349935000.0,48746500.0,597545000.0,971240000.0,69889000.0,238910000.0,138470000.0,731565000.0,447190000.0
NUP188,860985000.0,383715000.0,12038850.0,1705200000.0,1690250000.0,204435000.0,568525000.0,1563750000.0,1361630000.0,2321500000.0,931710000.0,1373000000.0,1815650000.0,1143200000.0,1508150000.0,1032430000.0,999275000.0,1706700000.0,312210000.0,824925000.0,1880750000.0,1468300000.0,1158950000.0
PHF3,704430000.0,404260000.0,4445050.0,1172100000.0,986785000.0,185800000.0,303755000.0,1193800000.0,917750000.0,1288400000.0,757320000.0,1105790000.0,1058100000.0,730170000.0,799510000.0,946970000.0,513185000.0,654110000.0,62462500.0,423280000.0,475020000.0,625400000.0,463735000.0
INPP5K,171115000.0,70198000.0,36116500.0,218935000.0,264920000.0,78986500.0,118177000.0,277160000.0,244335000.0,263255000.0,128770000.0,157595000.0,392630000.0,308085000.0,299935000.0,95117000.0,269045000.0,550605000.0,140730000.0,315800000.0,430955000.0,310120000.0,474235000.0
ALG10;ALG10B,53183500.0,26289000.0,0.0,100141500.0,145495000.0,41903000.0,38074000.0,151260000.0,93307000.0,108340000.0,70384500.0,94885500.0,210855000.0,126530000.0,77979000.0,133800000.0,75018000.0,237180000.0,23229500.0,45845000.0,129610500.0,133128000.0,60500000.0
MRPL54,86403000.0,33578500.0,12185900.0,245485000.0,205040000.0,14588000.0,34711000.0,235320000.0,125506500.0,145025000.0,56402500.0,182900000.0,171620000.0,109620000.0,106688000.0,154755000.0,117338000.0,88024000.0,0.0,67847000.0,104464000.0,128065000.0,15346000.0
SP100,3355400000.0,1794950000.0,133542500.0,1923300000.0,1983600000.0,496230000.0,885490000.0,2379700000.0,2470500000.0,3329200000.0,1612600000.0,1711750000.0,2499750000.0,1383600000.0,1376250000.0,1166600000.0,1378600000.0,947600000.0,436435000.0,1665950000.0,1962850000.0,2697600000.0,1279350000.0
POR,764025000.0,385870000.0,27871500.0,1311000000.0,2003250000.0,382530000.0,528185000.0,1648150000.0,1072645000.0,2174250000.0,852510000.0,1299100000.0,1983650000.0,1308900000.0,1354650000.0,1220600000.0,3623000000.0,2143250000.0,1870200000.0,3752900000.0,7201250000.0,2286700000.0,1596400000.0
RPS26;RPS26P11,2985400000.0,1418900000.0,360440000.0,8188200000.0,7255100000.0,2845400000.0,2086950000.0,7650250000.0,6364600000.0,8524050000.0,6040500000.0,6657300000.0,6744850000.0,4482050000.0,5109300000.0,5734000000.0,4767350000.0,7338500000.0,373110000.0,2144150000.0,2396200000.0,7039850000.0,3822800000.0
TSTA3,1252300000.0,616715000.0,31803500.0,2009550000.0,3054950000.0,703160000.0,738950000.0,2274850000.0,2129100000.0,2478500000.0,1383500000.0,1205370000.0,2671250000.0,1883200000.0,2265800000.0,1634500000.0,855930000.0,2417150000.0,437475000.0,1420950000.0,1135150000.0,2130250000.0,816315000.0
FAM3C,699530000.0,469270000.0,117120000.0,1362355000.0,2119750000.0,147660000.0,295425000.0,337730000.0,322335000.0,1233020000.0,2326500000.0,366350000.0,290835000.0,334545000.0,564110000.0,154573500.0,902290000.0,493695000.0,48323500.0,622585000.0,440730000.0,877300000.0,951840000.0
SETD2,76565500.0,105175000.0,5523450.0,138905000.0,151560000.0,40392000.0,88666500.0,163860000.0,245385000.0,327610000.0,210670000.0,267020000.0,238215000.0,124520000.0,187145000.0,232455000.0,256260000.0,180675000.0,35671000.0,116055000.0,89701500.0,253865000.0,150243500.0
UTP6,234630000.0,169705000.0,68737500.0,430655000.0,347305000.0,47982500.0,157900000.0,540685000.0,523820000.0,528440000.0,412645000.0,682335000.0,499250000.0,291625000.0,290365000.0,529900000.0,226515000.0,346000000.0,39022000.0,139400000.0,201955000.0,579395000.0,186000000.0
SERF2,150505000.0,65656500.0,14772000.0,5318345.0,38030000.0,0.0,37846000.0,35030000.0,10972850.0,4978250.0,0.0,5085900.0,15757000.0,40182000.0,17605000.0,2723050.0,8772100.0,0.0,28850000.0,1465000.0,2972300.0,9035650.0,3460450.0
RHOT2,283010000.0,286765000.0,2951450.0,928255000.0,828325000.0,191465000.0,252945000.0,932835000.0,646915000.0,1094300000.0,300890000.0,376395000.0,1173060000.0,534660000.0,625695000.0,439695000.0,693865000.0,952310000.0,313200000.0,724320000.0,1201650000.0,1021250000.0,852340000.0
TRIM38,357355000.0,144960000.0,12412000.0,470070000.0,383545000.0,77425000.0,142460000.0,490025000.0,361125000.0,287740000.0,100256500.0,402375000.0,528790000.0,230920000.0,245775000.0,254440000.0,169800000.0,164760000.0,64219500.0,287640000.0,191570000.0,258375000.0,169170000.0
VNN2,4895100.0,1575100.0,322910.0,0.0,3183300.0,5045600.0,10757400.0,0.0,5757500.0,0.0,7997650.0,1994650.0,26987500.0,2247100.0,6523500.0,12949600.0,858150.0,7848500.0,1012380000.0,662860000.0,313930000.0,14409300.0,9096850.0
ZBED1,58311000.0,41966000.0,0.0,71110000.0,82940500.0,29439500.0,62699500.0,89106000.0,46868000.0,90398500.0,69660000.0,53058500.0,104930000.0,64811500.0,53864000.0,67574000.0,169630000.0,160449500.0,48493500.0,473455000.0,138080000.0,90476000.0,63603000.0
SEC24C,1786850000.0,858050000.0,225545000.0,4564750000.0,5863350000.0,1238800000.0,1209750000.0,4553450000.0,3431000000.0,4214850000.0,1810200000.0,2593450000.0,5916200000.0,4817450000.0,5102550000.0,2268050000.0,3042800000.0,13866500000.0,1352750000.0,5195500000.0,4976750000.0,6188600000.0,4398550000.0
PRKAA1,657915000.0,357405000.0,16718500.0,1304450000.0,1491450000.0,384455000.0,410760000.0,1148950000.0,828745000.0,1541250000.0,528580000.0,871390000.0,1559000000.0,755430000.0,1301300000.0,924710000.0,907625000.0,1811200000.0,387385000.0,1354200000.0,1430400000.0,1501050000.0,1506350000.0
MAD2L1,82890000.0,20275000.0,65728000.0,49615500.0,70609500.0,60650500.0,23423500.0,73516000.0,87274500.0,153455000.0,100055500.0,38813500.0,39638500.0,66290000.0,199735000.0,70273000.0,204310000.0,37110000.0,24726000.0,75790000.0,20263000.0,244935000.0,70718500.0
MALSU1,15059500.0,14049000.0,0.0,30285000.0,41804500.0,7603650.0,12438500.0,28472500.0,30077000.0,46099500.0,20070000.0,45715500.0,62183000.0,42768500.0,21625500.0,42020500.0,46276500.0,39968000.0,0.0,28936000.0,19665500.0,31249000.0,29338000.0
SIGLEC9,4391350.0,0.0,0.0,38616000.0,62085500.0,2939600.0,0.0,19391500.0,12003400.0,0.0,3427100.0,28631500.0,48876500.0,8985800.0,7987650.0,30846500.0,669860000.0,4657300.0,991230000.0,1570400000.0,1277300000.0,30202500.0,191510000.0
LOXL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108035000.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC12A,0.0,0.0,0.0,0.0,0.0,0.0,426045.0,19034500.0,1632950.0,0.0,0.0,0.0,0.0,6161250.0,8298000.0,2563200.0,318630000.0,59336500.0,246020000.0,415590000.0,845210000.0,3052550.0,0.0
GSTT1,145965000.0,62876000.0,0.0,0.0,0.0,37195900.0,14725000.0,23509500.0,38332000.0,46555500.0,184520000.0,186167000.0,51284000.0,49921500.0,23420190.0,119949500.0,0.0,528400.0,24347100.0,25380000.0,33295000.0,129470000.0,89271000.0
RAB2A,2048650000.0,1091500000.0,148385000.0,2400450000.0,2275300000.0,603550000.0,792915000.0,2687050000.0,2019300000.0,3386800000.0,1563450000.0,1629750000.0,2523250000.0,1726400000.0,2119500000.0,2013600000.0,3864900000.0,5306250000.0,2675550000.0,6148250000.0,8414400000.0,2293450000.0,2659050000.0
SLC25A11,4495750000.0,2781450000.0,118430000.0,9352050000.0,9770650000.0,2410600000.0,4074700000.0,8821900000.0,7263850000.0,11970500000.0,6745700000.0,7542100000.0,13959750000.0,7350800000.0,8253100000.0,7352200000.0,4897050000.0,8971200000.0,2801450000.0,8376400000.0,14017000000.0,12523000000.0,9885600000.0
RPP40,85390000.0,24084500.0,594950.0,340815000.0,270685000.0,32014500.0,55326500.0,334660000.0,332485000.0,222925000.0,98813000.0,324710000.0,271530000.0,179145000.0,44237500.0,165895000.0,139725000.0,222960000.0,9078000.0,68432000.0,41726500.0,276660000.0,58710000.0
SLC25A4,298435000.0,171110000.0,20922500.0,185885000.0,333260000.0,160610000.0,128535000.0,194955000.0,128368500.0,237520000.0,168930000.0,254855000.0,610145000.0,563175000.0,607615000.0,605115000.0,0.0,255960000.0,3671450.0,0.0,0.0,106665000.0,588795000.0
ARF5,1613290000.0,398820000.0,54170000.0,1079370000.0,1366650000.0,1210805000.0,548615000.0,1900750000.0,1704250000.0,1555600000.0,1088825000.0,1656550000.0,883895000.0,999705000.0,2428600000.0,721290000.0,2121400000.0,4964900000.0,519795000.0,1598950000.0,5757000000.0,872490000.0,844225000.0
FBXO38,47665000.0,33375500.0,0.0,199880000.0,213725000.0,10305350.0,60499000.0,210365000.0,178214500.0,177195000.0,112815000.0,296240000.0,181640000.0,71711000.0,311050000.0,222965000.0,62803500.0,161665000.0,37768500.0,92457500.0,107929500.0,73257000.0,32578000.0
ZBTB14,81583500.0,82743500.0,1235050.0,283650000.0,193890000.0,28174050.0,42464000.0,218350000.0,222845000.0,213655000.0,142310000.0,180830000.0,97991500.0,79920000.0,221985000.0,140585000.0,27706500.0,79037000.0,3507200.0,9069300.0,31677000.0,115065000.0,56375500.0
LARP4B,232250000.0,78177500.0,19858500.0,244840000.0,357415000.0,42245000.0,86915000.0,403315000.0,335690000.0,279875000.0,123880000.0,112945000.0,214780000.0,176650000.0,223335000.0,173265000.0,614435000.0,712960000.0,73460500.0,318875000.0,619995000.0,309965000.0,310205000.0
NINJ1,13095400.0,0.0,0.0,10077500.0,67045500.0,0.0,0.0,9273500.0,8333500.0,13893000.0,0.0,19579050.0,14191000.0,6558450.0,0.0,0.0,10371250.0,0.0,24161500.0,126960000.0,264345000.0,9701700.0,0.0
MPHOSPH10,308865000.0,139905000.0,27240500.0,696895000.0,642965000.0,100209000.0,254290000.0,735920000.0,671505000.0,605700000.0,515010000.0,914515000.0,739935000.0,512735000.0,356005000.0,759070000.0,251290000.0,401500000.0,41257500.0,164060000.0,187265000.0,730515000.0,171525000.0
PACSIN1,26702500.0,26762500.0,0.0,699350.0,20005000.0,80642500.0,33589500.0,1520600.0,13868750.0,1302950.0,279605000.0,0.0,125248000.0,60558500.0,3481150.0,38574500.0,1337050.0,15854500000.0,1717850.0,4459900.0,5477850.0,2361200000.0,1687950.0
TARS,3881000000.0,957795000.0,879605000.0,4732550000.0,4700150000.0,3408250000.0,1337250000.0,4569700000.0,3334650000.0,4448550000.0,3157150000.0,4475250000.0,6901500000.0,3797000000.0,4238300000.0,3021400000.0,5803700000.0,8765350000.0,1427885000.0,3961100000.0,3276150000.0,3792950000.0,3802300000.0
LSM6,2898550000.0,917485000.0,42671000.0,2490300000.0,2159000000.0,711140000.0,761800000.0,3343650000.0,2828800000.0,4390200000.0,1743400000.0,1435700000.0,2968750000.0,1586350000.0,2629300000.0,1859250000.0,1865000000.0,3703850000.0,347625000.0,1899550000.0,1510050000.0,3269000000.0,2203150000.0
PCIF1,544840000.0,273070000.0,6675550.0,892030000.0,925765000.0,354245000.0,301095000.0,1054050000.0,457230000.0,955715000.0,642390000.0,700855000.0,1038340000.0,582150000.0,703665000.0,846490000.0,456825000.0,803945000.0,50000500.0,420570000.0,750000000.0,1041475000.0,710025000.0
TANGO6,33561000.0,8118550.0,0.0,132165000.0,188630000.0,43512500.0,60928500.0,164605000.0,89946000.0,227200000.0,38422000.0,78329500.0,142845500.0,135290000.0,211920000.0,105885000.0,138924000.0,135447000.0,19189000.0,169675000.0,209700000.0,76092000.0,50860500.0
CPPED1,286480000.0,95433500.0,14366000.0,737945000.0,1036745000.0,331355000.0,193670000.0,892745000.0,676055000.0,1286700000.0,460920000.0,221525000.0,810185000.0,651635000.0,734380000.0,176490000.0,6351850000.0,5421300000.0,3136100000.0,13190500000.0,11797500000.0,425505000.0,434955000.0
TECPR1,158735000.0,68891000.0,3066150.0,691395000.0,543240000.0,85143500.0,271490000.0,718775000.0,556955000.0,313480000.0,457955000.0,1030645000.0,646155000.0,230835000.0,144970000.0,854730000.0,135122000.0,242445000.0,45761000.0,246970000.0,560725000.0,83989000.0,121559000.0
PTCD3,652330000.0,266695000.0,74395000.0,758180000.0,854650000.0,192780000.0,279100000.0,993465000.0,674575000.0,1016345000.0,726030000.0,587440000.0,837105000.0,589315000.0,724710000.0,611230000.0,1146555000.0,1182950000.0,430095000.0,1008915000.0,1321250000.0,725965000.0,923585000.0
SFXN1,4295800000.0,1344650000.0,245115000.0,17710500000.0,19899000000.0,2531100000.0,5234300000.0,20216000000.0,16773000000.0,13376500000.0,6999800000.0,14449500000.0,27314500000.0,10475150000.0,8562750000.0,15605500000.0,2837250000.0,3816200000.0,2027100000.0,2204350000.0,4558150000.0,5920400000.0,5230500000.0
PFDN2,1144775000.0,331275000.0,163495000.0,1757450000.0,1903900000.0,540970000.0,388830000.0,1898200000.0,1924950000.0,1819900000.0,1006180000.0,825385000.0,1836100000.0,1184000000.0,1361400000.0,1145400000.0,1833750000.0,2615650000.0,470035000.0,1869000000.0,2701950000.0,919770000.0,697475000.0
NUP205,2987100000.0,1651850000.0,50544500.0,14590800000.0,8100700000.0,1335950000.0,1881100000.0,16078250000.0,6008700000.0,8081500000.0,3287350000.0,4098800000.0,6390450000.0,3731200000.0,4575800000.0,3717250000.0,3698550000.0,5713600000.0,1396400000.0,4376200000.0,5859150000.0,5209800000.0,4963400000.0
PTPN11,1247570000.0,507000000.0,66456000.0,2065350000.0,1867100000.0,933065000.0,557045000.0,2385500000.0,1282950000.0,1711350000.0,1255750000.0,1526350000.0,1912250000.0,1105800000.0,1721550000.0,1183050000.0,1742200000.0,3747050000.0,652480000.0,2107600000.0,1660000000.0,1624800000.0,1268150000.0
DMXL2,10665150.0,23835500.0,12737850.0,75399500.0,65263500.0,145010000.0,77170000.0,19966100.0,121475725.0,57306000.0,23296500.0,14131500.0,68313000.0,25224000.0,26531000.0,17595000.0,406950000.0,869235000.0,509725000.0,3570250000.0,2904700000.0,29661000.0,57633500.0
LGALS3,233360000.0,1860000.0,65424500.0,1480550000.0,4182450000.0,541635000.0,258270000.0,3908550000.0,174125500.0,8202450000.0,510845000.0,159930000.0,2747650000.0,2851000000.0,944350000.0,41282500.0,5450050000.0,319780000.0,3180550000.0,14887000000.0,22853500000.0,1499250000.0,249350000.0
NAP1L4,4734650000.0,1642600000.0,311880000.0,13201500000.0,12621500000.0,2764100000.0,3960450000.0,14021000000.0,15933500000.0,13684000000.0,8610050000.0,11840500000.0,12189000000.0,7177450000.0,7773700000.0,13185500000.0,7808950000.0,7495000000.0,2353700000.0,5056000000.0,4903450000.0,7507550000.0,4827900000.0
LMNB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295650000.0,0.0,0.0,0.0,0.0,0.0,129975000.0,34579500.0,0.0,0.0
TMED4,217670000.0,207575000.0,11795200.0,816135000.0,814785000.0,125432000.0,244600000.0,965385000.0,591290000.0,769880000.0,295215000.0,394340000.0,839220000.0,819390000.0,901915000.0,490910000.0,487785000.0,2138750000.0,358940000.0,882400000.0,1460450000.0,1329650000.0,1059000000.0
ABCD1,94641500.0,55538000.0,4191650.0,147650000.0,84451000.0,11299500.0,36396000.0,179400000.0,63775000.0,112393500.0,54121000.0,81579000.0,140099000.0,50729500.0,32697500.0,74814500.0,274355000.0,920605000.0,207795000.0,410420000.0,1173850000.0,105827500.0,125130000.0
GNL2,252140000.0,132590000.0,6574150.0,285160000.0,367300000.0,111646000.0,146580000.0,381280000.0,253355000.0,619710000.0,225315000.0,298050000.0,361205000.0,267495000.0,282790000.0,240270000.0,277410000.0,307630000.0,122003500.0,65452000.0,266350000.0,433980000.0,673945000.0
UBA7,820990000.0,294035000.0,13262000.0,1669550000.0,1815250000.0,445890000.0,448985000.0,1004035000.0,1029545000.0,1297050000.0,468415000.0,849025000.0,1924250000.0,1154300000.0,1005120000.0,1200565000.0,1231400000.0,1253950000.0,895615000.0,2903000000.0,2980000000.0,1025495000.0,1366950000.0
YTHDF2,559565000.0,235915000.0,45076000.0,726910000.0,683945000.0,312175000.0,261485000.0,855560000.0,608050000.0,799850000.0,558810000.0,629730000.0,850000000.0,671200000.0,605055000.0,646485000.0,874990000.0,1614050000.0,346935000.0,623810000.0,895220000.0,755885000.0,477190000.0
RTN4,857885000.0,206230000.0,58945500.0,2575650000.0,2498100000.0,682315000.0,789350000.0,2365100000.0,2162300000.0,1840950000.0,1196400000.0,1220900000.0,1926450000.0,2518900000.0,3910950000.0,1380540000.0,7223450000.0,8084950000.0,2764950000.0,5001850000.0,12521500000.0,1865600000.0,2747950000.0
LSM2,2418450000.0,840070000.0,41332500.0,4131950000.0,5278100000.0,1205450000.0,977255000.0,5367250000.0,5682300000.0,5213500000.0,3431500000.0,2964850000.0,4366950000.0,2457100000.0,2830300000.0,3438300000.0,1970250000.0,4639950000.0,565825000.0,3048100000.0,4007400000.0,4431600000.0,2318300000.0
SART3,4005900000.0,2014550000.0,262630000.0,5779050000.0,5963800000.0,2195750000.0,2670100000.0,6108300000.0,4393850000.0,8242550000.0,6240350000.0,5301100000.0,6289200000.0,4279350000.0,5167450000.0,5482050000.0,3422100000.0,7858100000.0,811915000.0,3495400000.0,3609900000.0,6590900000.0,3771950000.0
CMPK2,86322500.0,13821650.0,6749800.0,166850000.0,313500000.0,73511500.0,79706000.0,244355000.0,166960000.0,99413000.0,90714500.0,124680500.0,436245000.0,184150000.0,184510000.0,124292500.0,921480000.0,79915000.0,204580000.0,682990000.0,693750000.0,757310000.0,191570000.0
INTS3,585645000.0,288980000.0,26403500.0,1844450000.0,2026700000.0,254985000.0,418980000.0,1995650000.0,1395170000.0,1887300000.0,819230000.0,1425700000.0,1922150000.0,1290000000.0,1295800000.0,1457850000.0,1791650000.0,2877900000.0,423380000.0,1408850000.0,1363900000.0,1696450000.0,896325000.0
COPS5,1274400000.0,399555000.0,35063000.0,1876700000.0,1967450000.0,703310000.0,710700000.0,1742100000.0,2187150000.0,2249000000.0,1451000000.0,1261395000.0,1748150000.0,1098350000.0,1363000000.0,1158000000.0,1898300000.0,2388050000.0,297105000.0,2258450000.0,1117350000.0,1928000000.0,755040000.0
DARS2,1805700000.0,718170000.0,30618000.0,1885100000.0,2336550000.0,496795000.0,637365000.0,2145100000.0,1770325000.0,2686800000.0,736415000.0,1536050000.0,2462700000.0,1346600000.0,1502350000.0,1924900000.0,1205880000.0,2201350000.0,672020000.0,1721550000.0,2456950000.0,2270800000.0,1397600000.0
TICAM2,615990000.0,352795000.0,78088500.0,1265250000.0,1361950000.0,409590000.0,540345000.0,1693250000.0,1465600000.0,1076750000.0,831355000.0,819225000.0,1765900000.0,1139800000.0,948555000.0,652740000.0,1419850000.0,5918300000.0,1064800000.0,2967050000.0,3766800000.0,1693400000.0,1775050000.0
EIF2S1,3877050000.0,1241150000.0,489880000.0,5855050000.0,7394100000.0,2007950000.0,2361950000.0,7698250000.0,5563450000.0,8129250000.0,4704600000.0,4134100000.0,7124800000.0,4184600000.0,5269150000.0,4189850000.0,6024050000.0,9762300000.0,2453200000.0,7203250000.0,7490450000.0,5452550000.0,4072350000.0
TMEM11,230505000.0,145450000.0,9686200.0,252655000.0,350120000.0,112606500.0,178965000.0,194765000.0,195920000.0,515645000.0,199410000.0,222245000.0,604605000.0,286115000.0,562140000.0,135640000.0,310400000.0,576715000.0,152760000.0,467875000.0,1112410000.0,576120000.0,382775000.0
ITGB5,250790000.0,83350000.0,7000200.0,815285000.0,70899000.0,256885000.0,554025000.0,788905000.0,640435000.0,1190650000.0,381315000.0,481160000.0,884270000.0,1567900000.0,1910950000.0,597250000.0,2075650000.0,906175000.0,1178850000.0,3719050000.0,5692500000.0,3742900000.0,4521800000.0
RABGGTB,44180000.0,5373000.0,437830.0,123045000.0,132290000.0,85410500.0,98243000.0,186100000.0,103203000.0,118725000.0,121635000.0,93107500.0,121105000.0,118072500.0,125109500.0,97649000.0,294405000.0,357910000.0,45212500.0,252825000.0,246035000.0,44396500.0,38995000.0
LY6G6F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5571500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5659700.0,0.0,52523500.0,0.0,0.0,0.0,0.0
RAB11FIP1,912215000.0,432995000.0,74476000.0,860675000.0,1016835000.0,236150000.0,364240000.0,1066110000.0,740695000.0,1150450000.0,423495000.0,330350000.0,805760000.0,609810000.0,554475000.0,232339500.0,2333050000.0,2270300000.0,615495000.0,2270000000.0,2505600000.0,1047785000.0,1925050000.0
PPID,477165000.0,265860000.0,44141500.0,1432250000.0,1719600000.0,462490000.0,394275000.0,1610300000.0,876885000.0,1570350000.0,731880000.0,768450000.0,1366400000.0,941940000.0,1538065000.0,1252700000.0,1808800000.0,2509000000.0,152253000.0,984720000.0,782385000.0,2265600000.0,546085000.0
STX17,92526000.0,60413500.0,3172700.0,261765000.0,212795000.0,12646000.0,100319000.0,207460000.0,122799500.0,239220000.0,62197500.0,113495000.0,289395000.0,187260000.0,129645000.0,187465000.0,261155000.0,120772000.0,28732000.0,43444500.0,87443000.0,614825000.0,123834000.0
ITCH,404165000.0,165135000.0,31515500.0,561940000.0,695005000.0,210270000.0,222320000.0,429400000.0,343015000.0,370745000.0,397665000.0,347325000.0,950190000.0,975335000.0,1058650000.0,356730000.0,488045000.0,4670200000.0,239110000.0,878440000.0,996100000.0,1222650000.0,1715150000.0
ARSB,8275500.0,22254500.0,0.0,20909000.0,52356500.0,4054250.0,12280750.0,54103000.0,4322400.0,45238000.0,50236000.0,39708000.0,36193500.0,21954000.0,43598000.0,41836500.0,174329000.0,580710000.0,113963500.0,372545000.0,332920000.0,17445500.0,54288000.0
XPO1,5178050000.0,2050800000.0,279830000.0,13324500000.0,15946500000.0,2825200000.0,3401750000.0,16592500000.0,10471350000.0,18223000000.0,7492600000.0,9739100000.0,13778500000.0,10120000000.0,8628300000.0,10280300000.0,12058250000.0,17272000000.0,3896400000.0,12433000000.0,11141000000.0,13700500000.0,8404550000.0
S100A11,1535700000.0,202125000.0,62075500.0,17076500000.0,20463000000.0,9507700000.0,6066750000.0,21427000000.0,24043500000.0,10613900000.0,5511950000.0,6454000000.0,12553000000.0,9669700000.0,8246050000.0,1938550000.0,15615500000.0,7837150000.0,8221700000.0,27073000000.0,22842500000.0,6065300000.0,5337850000.0
PITPNM1,311185000.0,149695000.0,1976250.0,665055000.0,751785000.0,91320000.0,273865000.0,887405000.0,460120000.0,636865000.0,335750000.0,335460000.0,856935000.0,556490000.0,455220000.0,427220000.0,265225000.0,75836500.0,80862000.0,861685000.0,1658400000.0,194370000.0,223945000.0
XPO6,110950000.0,49075000.0,571300.0,355915000.0,375540000.0,148185000.0,138290000.0,398520000.0,266255000.0,454355000.0,251520000.0,195680000.0,392570000.0,175045000.0,289085000.0,240785000.0,204930000.0,98745500.0,25773500.0,198395000.0,323460000.0,243800000.0,182031500.0
PITPNM2,18206500.0,8528450.0,0.0,9903150.0,0.0,0.0,13613000.0,7927000.0,0.0,88639500.0,81348500.0,58693500.0,11590150.0,15702550.0,71504000.0,77588500.0,53648000.0,18819000.0,10172000.0,0.0,0.0,354315000.0,365640000.0
AARS2,508135000.0,226630000.0,15148500.0,859405000.0,784680000.0,148160000.0,205200000.0,807160000.0,701035000.0,724485000.0,514650000.0,904475000.0,1125850000.0,821815000.0,543600000.0,1063850000.0,404365000.0,768285000.0,230370000.0,419885000.0,284065000.0,623780000.0,231370000.0
EXOSC6,468625000.0,206210000.0,15386250.0,388050000.0,423965000.0,156495000.0,313225000.0,426285000.0,248640000.0,413260000.0,384935000.0,273710000.0,303095000.0,266085000.0,384430000.0,289495000.0,422695000.0,630385000.0,90572500.0,61916500.0,150030000.0,485835000.0,361660000.0
GBA2,73125500.0,39281500.0,16866500.0,15710100.0,3241900.0,335625000.0,37955000.0,2673900.0,20876000.0,392910000.0,146371000.0,8458500.0,31115500.0,6513300.0,123768750.0,61846500.0,78411000.0,372150000.0,95442500.0,51368500.0,788650000.0,721805000.0,326408000.0
OXSR1,1899650000.0,758065000.0,52604000.0,4179400000.0,4675600000.0,1043150000.0,1513800000.0,4547200000.0,2786250000.0,5751700000.0,2195850000.0,2404450000.0,3844200000.0,2411100000.0,2520900000.0,2776050000.0,3389700000.0,4896700000.0,636095000.0,2923300000.0,3774950000.0,2949500000.0,3279550000.0
CXCR2,5194000.0,0.0,0.0,0.0,3127650.0,0.0,0.0,0.0,0.0,0.0,10704650.0,0.0,0.0,800300.0,13526300.0,0.0,17871000.0,18368000.0,9484500.0,2253350.0,0.0,6288500.0,100728500.0
